Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,AI_Override_Events
MC_354771,CNC_Lathe,2021,75891,29.61,8.42,77.67,70.14,100,213.62,135,5,3,FALSE,3,142,FALSE,,,47.16,,0
MC_354842,Carton_Former,2025,72821,31.03,10.51,74.38,82.27,74,265.84,197,6,6,FALSE,2,238,FALSE,,,,,0
MC_354889,CNC_Mill,2016,84768,34.43,9.34,59.59,76.67,84.67,112.81,12,4,4,FALSE,4,121,FALSE,,,22.79,,0
MC_354902,Heat_Exchanger,2019,37428,38.04,6.19,66.65,68.71,76.09,54.76,20,9,2,FALSE,2,600,FALSE,,,,500.63,0
MC_354905,Compressor,2018,310,20.64,8.94,63.11,90.37,52.79,197.42,231,5,3,FALSE,4,926,FALSE,,,,,0
MC_354929,Mixer,2018,78922,54.23,11.63,65.91,67.92,60.96,49.81,335,10,1,FALSE,4,136,FALSE,,,,,0
MC_354986,Forklift_Electric,2021,36997,47.9,12.2,75.9,76.19,58.64,142.3,311,5,3,FALSE,4,559,FALSE,,,,,0
MC_355053,Valve_Controller,2020,35399,84.07,11.72,87.62,82.37,55.19,109.32,211,5,3,FALSE,7,565,FALSE,,,,,0
MC_355221,Dryer,2020,19433,46.43,2.69,70.9,90.44,61.64,73.1,261,6,0,FALSE,2,743,FALSE,,,,,0
MC_355241,CNC_Lathe,2017,37559,83.18,9.17,79.56,100,54.2,185.68,255,3,2,TRUE,1,551,FALSE,,,38.6,,3
MC_355268,Palletizer,2022,26756,67.07,8.37,92.5,52.3,46.11,107.94,108,4,3,FALSE,5,690,FALSE,,,,,0
MC_355305,Crane,2018,13770,53.71,0.48,69.04,62.38,78.99,344.6,360,6,4,TRUE,4,885,FALSE,,,,,1
MC_355351,Automated_Screwdriver,2024,97460,67.75,13.75,104.11,76.23,63.6,239.46,144,6,2,FALSE,1,0,TRUE,,,,,0
MC_355371,CNC_Lathe,2021,40553,40.9,8.74,58.78,100,62.15,93.66,96,5,3,TRUE,7,523,FALSE,,,43.52,,1
MC_355432,Injection_Molder,2016,77970,74.08,12.44,92.38,37.65,52.73,109.3,143,3,1,FALSE,4,131,FALSE,,134.47,,,0
MC_355441,Valve_Controller,2016,75005,75.35,11.64,60.27,60.82,47.25,-53.54,57,2,3,FALSE,5,156,FALSE,,,,,0
MC_355481,Valve_Controller,2022,75607,62.56,7.75,62.6,67.01,41.89,365.61,133,5,6,FALSE,3,195,FALSE,,,,,0
MC_355506,Heat_Exchanger,2018,65217,64.31,4.35,66.51,76.01,19.12,75.94,137,3,1,TRUE,2,324,FALSE,,,,430.38,0
MC_355528,Press_Brake,2019,35410,44.76,6.15,67.3,81.86,51.73,335.24,266,4,3,FALSE,3,653,FALSE,,,,,0
MC_355532,Heat_Exchanger,2020,17229,79.7,3.12,80.02,100,37.96,145.36,357,5,1,FALSE,5,811,FALSE,,,,470.87,0
MC_355563,Forklift_Electric,2018,60589,31.99,6.73,72.85,92.96,35.71,306.43,18,4,2,FALSE,2,373,FALSE,,,,,0
MC_355629,Pump,2021,39187,35.68,7.12,66.93,94.99,43.18,239.11,190,7,3,FALSE,1,637,FALSE,,,,,0
MC_355634,CMM,2020,61517,49.3,8.32,64.02,83.45,86.07,170.24,168,9,1,TRUE,0,314,FALSE,,,,,3
MC_355669,Laser_Cutter,2017,71490,69.82,12.42,80.28,96.88,61.96,1.13,345,7,0,FALSE,1,151,FALSE,91.74,,,,0
MC_355723,Industrial_Chiller,2018,98532,69.79,14.2,80.71,64.78,44.36,90.63,230,5,0,FALSE,1,0,TRUE,,,37.26,,0
MC_355836,Hydraulic_Press,2016,15746,37.18,7.69,66.45,60.46,90.32,195.18,81,4,5,TRUE,1,824,FALSE,,111.95,,,4
MC_355838,Compressor,2015,57091,56.9,6.58,79.34,74.52,100,191.72,245,4,1,FALSE,3,350,FALSE,,,,,0
MC_355863,Vision_System,2017,43508,60,13.24,73.57,75,100,171.14,99,10,1,FALSE,3,541,FALSE,,,,,0
MC_355931,Industrial_Chiller,2019,38914,69.14,10.87,96.4,71.33,85.12,164.43,44,9,2,FALSE,1,534,FALSE,,,43.66,,0
MC_355948,Crane,2024,11282,60.43,10.55,75.44,38.71,63.46,172.95,332,5,1,TRUE,3,839,FALSE,,,,,0
MC_355950,Press_Brake,2020,29496,45.6,7.06,71.18,100,29.4,145.71,141,2,4,FALSE,2,720,FALSE,,,,,0
MC_355982,Automated_Screwdriver,2024,93262,79.36,5.63,86.63,90.7,58.5,165.28,249,1,3,TRUE,3,35,FALSE,,,,,2
MC_356032,Press_Brake,2016,73077,81.29,12.92,83.4,67.95,48.53,101.74,119,6,1,FALSE,4,217,FALSE,,,,,0
MC_356072,Crane,2023,33611,70.27,20.05,69.64,50.71,51.61,109.91,213,5,6,FALSE,7,701,FALSE,,,,,0
MC_356142,Vision_System,2022,23898,45.18,6.49,73.27,82.76,79.85,108,182,8,4,TRUE,4,735,FALSE,,,,,4
MC_356161,Grinder,2023,64635,31.12,16.35,72.67,100,24.55,250.43,206,3,0,TRUE,1,230,FALSE,,,,,4
MC_356181,Hydraulic_Press,2017,61362,82.68,15.65,81.76,58.87,66.81,206.51,323,5,1,FALSE,5,357,FALSE,,113.23,,,0
MC_356198,Valve_Controller,2021,74842,32.01,11.62,102.71,73.37,23.27,170.67,267,5,2,FALSE,1,206,FALSE,,,,,0
MC_356247,Grinder,2015,99329,43.24,14.73,67.49,51.66,82.86,72.51,76,3,1,TRUE,3,0,TRUE,,,,,0
MC_356283,Mixer,2017,9457,38.57,16.17,90.79,74.47,38.95,185.32,343,3,2,FALSE,1,834,FALSE,,,,,0
MC_356307,XRay_Inspector,2022,3479,67.78,7.86,74.79,63.94,65.56,38.46,46,3,4,FALSE,3,972,FALSE,,,,,0
MC_356409,Palletizer,2016,89084,61.51,21.6,78.01,52.93,53.23,77.57,184,11,2,TRUE,2,50,FALSE,,,,,4
MC_356427,Press_Brake,2023,65220,61.03,5.37,83.25,65.06,91.98,63.77,245,4,4,FALSE,5,315,FALSE,,,,,0
MC_356443,Conveyor_Belt,2023,16372,63.06,8.9,79.73,63.54,42.92,181.01,14,4,2,TRUE,3,791,FALSE,,,,,4
MC_356480,Injection_Molder,2017,89730,85.02,3.16,77.39,72.32,39.14,189.34,147,2,1,FALSE,1,128,FALSE,,113.7,,,0
MC_356483,3D_Printer,2020,35124,37.21,10.12,99.18,81.93,16.42,99.19,355,4,0,TRUE,4,650,FALSE,,,,,3
MC_356503,Injection_Molder,2024,72454,39.16,4.85,73.87,44.53,59.37,294.79,92,4,2,FALSE,5,164,FALSE,,112.25,,,0
MC_356510,CNC_Mill,2022,10361,38.27,12.85,69.01,41.59,58.58,44.88,335,5,2,FALSE,2,869,FALSE,,,58.27,,0
MC_356535,Compressor,2020,37806,32.6,-0.11,76.32,69.45,67.9,197.84,351,3,2,FALSE,4,540,FALSE,,,,,0
MC_356537,Grinder,2017,96223,87,5.02,65.01,96.41,82.69,49.79,91,4,5,FALSE,3,0,TRUE,,,,,0
MC_356610,Grinder,2024,1362,43.72,9.12,75.04,45.39,52.89,45.28,322,4,0,TRUE,7,976,FALSE,,,,,2
MC_356631,Shuttle_System,2024,85647,46.74,8.75,66.5,45.33,100,230.29,12,4,5,FALSE,5,143,FALSE,,,,,0
MC_356698,Boiler,2017,79212,33.13,10.51,66.13,100,50.85,46.5,34,5,2,TRUE,4,192,FALSE,,,,525.76,2
MC_356724,Hydraulic_Press,2017,9894,59.93,7.43,83.55,61.47,47.34,126.25,175,7,2,TRUE,4,964,FALSE,,141.51,,,1
MC_356766,Pump,2016,85344,63.78,15.19,74.19,13.98,14.75,184.28,333,6,1,FALSE,3,144,FALSE,,,,,0
MC_356798,Automated_Screwdriver,2016,25193,54.91,5.11,66,71.26,68.62,111.07,343,5,2,FALSE,2,792,FALSE,,,,,0
MC_356832,3D_Printer,2015,26153,70.81,15.35,73.09,47.22,80.63,166.06,79,2,3,FALSE,5,704,FALSE,,,,,0
MC_356866,Pick_and_Place,2022,5286,58.76,10.63,56.41,51.6,71.14,131.32,12,5,6,TRUE,3,974,FALSE,,,,,4
MC_356995,Shrink_Wrapper,2020,91839,31.05,8.49,89.48,74.53,100,73.84,44,5,2,FALSE,1,0,TRUE,,,,,0
MC_356999,Hydraulic_Press,2022,34627,47.79,8.73,72.47,48.45,66.68,233.88,335,5,5,FALSE,0,590,FALSE,,130.41,,,0
MC_357091,Grinder,2019,1614,18.4,17.68,74.94,72.37,47.23,9.35,50,5,3,FALSE,1,900,FALSE,,,,,0
MC_357112,Shuttle_System,2024,96939,77.48,10.62,85.29,83.71,69.21,159.61,275,6,3,FALSE,2,16,FALSE,,,,,0
MC_357118,Shuttle_System,2024,43157,40.21,6.58,77.54,32.57,82.5,168.63,276,6,0,TRUE,0,622,FALSE,,,,,1
MC_357127,Labeler,2016,3348,26.7,2.7,65.93,84.67,0,62.69,106,3,5,FALSE,3,883,FALSE,,,,,0
MC_357190,Pick_and_Place,2018,32004,50.51,11.14,82.23,41.23,24.02,56.88,36,5,2,TRUE,4,683,FALSE,,,,,4
MC_357191,XRay_Inspector,2020,1579,36.01,10.37,87.64,47.89,77.65,56.91,237,6,1,FALSE,3,1015,FALSE,,,,,0
MC_357342,Injection_Molder,2023,29094,42.4,8.24,67.45,100,64.65,221.91,273,6,2,TRUE,2,649,FALSE,,124.21,,,4
MC_357392,Carton_Former,2015,29319,64.65,2.79,85.73,51.08,47.98,211.66,269,3,1,FALSE,1,625,FALSE,,,,,0
MC_357412,Mixer,2016,21253,33.61,18.78,86.16,59.45,55.99,183.9,91,3,3,TRUE,4,747,FALSE,,,,,3
MC_357419,XRay_Inspector,2019,59030,32.81,1.33,74.48,86.07,38.78,180.31,51,5,4,TRUE,5,406,FALSE,,,,,1
MC_357454,Pick_and_Place,2025,13030,76.74,11.66,81.74,72.17,9.57,55,278,8,3,FALSE,1,841,FALSE,,,,,0
MC_357470,Shrink_Wrapper,2015,69869,54.68,9.37,79.89,39.18,65.61,11.93,77,4,4,FALSE,2,274,FALSE,,,,,0
MC_357512,Pick_and_Place,2022,29818,72.12,3.4,68.95,90.13,49.99,322.6,353,2,1,FALSE,1,605,FALSE,,,,,0
MC_357641,Compressor,2025,20390,55.65,6.38,76.03,73.16,54.92,177.96,56,6,1,FALSE,3,749,FALSE,,,,,0
MC_357657,3D_Printer,2016,93904,84.62,12.14,74.82,43.78,40.32,47.22,324,10,2,FALSE,2,83,FALSE,,,,,0
MC_357659,Vacuum_Packer,2016,1612,77.58,0.31,81.9,100,47.49,69.61,225,11,6,FALSE,0,903,FALSE,,,,,0
MC_357674,Compressor,2015,40726,58.11,13.64,88.14,88.01,100,236.26,254,8,1,TRUE,4,545,FALSE,,,,,2
MC_357683,3D_Printer,2023,29370,55.26,9.53,80.11,65.03,64.45,127.64,219,6,3,FALSE,4,679,FALSE,,,,,0
MC_357726,Shuttle_System,2015,51398,55.19,6.57,81.89,78.11,37.39,130.41,90,11,4,FALSE,3,451,FALSE,,,,,0
MC_357790,Press_Brake,2015,80392,51.23,21.13,72.8,65.72,85.04,74.98,53,4,1,FALSE,5,148,FALSE,,,,,0
MC_357808,Industrial_Chiller,2016,3477,58.31,11.13,61.67,61.09,89.7,100.79,281,9,3,FALSE,3,889,FALSE,,,37.68,,0
MC_357828,CNC_Lathe,2023,35141,67.47,11.79,63.82,85.17,59.05,178.79,350,7,3,FALSE,5,629,FALSE,,,27.78,,0
MC_357841,Industrial_Chiller,2019,35564,69.9,5.16,76.36,78.81,47.66,148.72,260,4,2,FALSE,3,660,FALSE,,,50.18,,0
MC_357864,Furnace,2019,17299,65.64,11.81,74.12,43.09,8.98,281.25,351,4,1,FALSE,6,801,FALSE,,,,552.62,0
MC_357906,Crane,2020,14518,68.35,20.21,81.77,100,49.51,65.41,60,4,3,FALSE,4,786,FALSE,,,,,0
MC_357921,Valve_Controller,2025,21944,59.4,8.75,85.49,66.27,50.07,163.16,206,3,4,FALSE,5,636,FALSE,,,,,0
MC_357926,3D_Printer,2017,28693,39.15,5.84,86.77,70.92,13.24,246.62,23,6,0,FALSE,2,675,FALSE,,,,,0
MC_358073,Labeler,2022,55596,76.94,15.94,82.14,100,75.19,-2.01,96,11,1,FALSE,1,406,FALSE,,,,,0
MC_358092,CNC_Lathe,2016,72480,66.98,11.97,91.37,11.03,65.91,213.9,87,5,3,TRUE,1,230,FALSE,,,31.04,,2
MC_358122,Pick_and_Place,2017,19993,71.46,7.18,66.34,76.68,40.79,245.98,50,5,0,FALSE,2,793,FALSE,,,,,0
MC_358176,Heat_Exchanger,2018,65516,76.65,2.67,58.98,86.87,83.55,122.21,357,5,2,TRUE,1,208,FALSE,,,,530.02,0
MC_358187,AGV,2022,99256,74.82,12.62,55.29,66.95,53.31,129.2,17,13,0,FALSE,2,0,TRUE,,,,,0
MC_358305,Compressor,2023,75644,62.87,12.41,69.02,72.16,53.07,217.16,175,3,1,TRUE,1,189,FALSE,,,,,1
MC_358311,Press_Brake,2017,36233,37.77,6.13,76.15,76.69,64.51,194.22,84,9,1,FALSE,3,532,FALSE,,,,,0
MC_358312,Conveyor_Belt,2025,31235,92.42,7.77,66.35,68.94,83.82,209.45,54,2,1,FALSE,2,633,FALSE,,,,,0
MC_358327,Valve_Controller,2017,28103,63.11,19.7,84.48,49.9,11.24,127.32,137,1,2,TRUE,5,658,FALSE,,,,,0
MC_358368,Press_Brake,2023,49775,72.51,2.93,76.43,51.8,50.87,240.81,104,3,1,FALSE,1,458,FALSE,,,,,0
MC_358420,CNC_Mill,2022,95175,64.78,6.52,81.38,98.94,74.58,214.99,335,3,1,TRUE,3,33,FALSE,,,54.34,,2
MC_358451,CMM,2017,6657,62.66,12.25,65.85,85.01,60.63,107.38,351,6,3,FALSE,5,838,FALSE,,,,,0
MC_358457,Vacuum_Packer,2023,67958,61.04,12.14,85.29,46.94,71.64,141.57,25,6,2,FALSE,1,299,FALSE,,,,,0
MC_358491,Palletizer,2023,78103,51.99,14.51,77.09,85.07,38.12,209.89,260,7,1,FALSE,1,164,FALSE,,,,,0
MC_358521,XRay_Inspector,2021,54923,43.43,5.52,51.22,96.77,63.84,199.15,222,5,1,FALSE,5,414,FALSE,,,,,0
MC_358577,Dryer,2025,12868,48.3,17.95,80.37,100,54.03,108.36,153,5,0,FALSE,2,842,FALSE,,,,,0
MC_358583,Vision_System,2018,48356,55.63,11.34,67.38,79.12,100,162.01,243,7,3,TRUE,7,515,FALSE,,,,,3
MC_358642,Shrink_Wrapper,2025,39129,71.78,9.31,86.14,88.19,55.51,32.19,219,7,0,FALSE,5,548,FALSE,,,,,0
MC_358667,Pick_and_Place,2021,61637,67.14,20.9,91.32,48.25,53.52,100.55,168,4,3,FALSE,6,296,FALSE,,,,,0
MC_358688,Labeler,2019,35152,78.39,8.92,74.81,36.21,59.05,164.67,338,8,1,TRUE,4,593,FALSE,,,,,3
MC_358714,Press_Brake,2017,20672,48.75,18.11,82.98,70.12,9.09,205.37,207,8,1,TRUE,6,650,FALSE,,,,,1
MC_358732,Compressor,2022,80362,69.73,17.6,73.53,41.03,59.81,-16.79,336,4,3,FALSE,4,16,FALSE,,,,,0
MC_358740,Compressor,2020,52584,53.68,15.49,71.63,78.55,100,174.17,328,6,3,FALSE,5,456,FALSE,,,,,0
MC_358882,Conveyor_Belt,2017,76630,36.85,5.62,62.21,37.94,85.35,169.12,256,9,1,TRUE,3,224,FALSE,,,,,3
MC_358947,Heat_Exchanger,2022,35348,73.75,11.34,63.82,48.84,97.03,204.61,83,6,2,FALSE,5,582,FALSE,,,,548.35,0
MC_358952,Automated_Screwdriver,2019,81912,69.21,17.31,73.64,99.27,42.61,280.4,308,6,2,FALSE,6,7,FALSE,,,,,0
MC_358972,Compressor,2021,15800,47.34,4.65,71.98,85.9,22.21,259.12,166,4,1,FALSE,1,745,FALSE,,,,,0
MC_358992,Automated_Screwdriver,2018,43659,68.6,13.34,87.37,58.24,66.53,49.63,104,6,4,FALSE,3,480,FALSE,,,,,0
MC_358995,Forklift_Electric,2022,93581,46.81,12.94,93.65,86.52,55.04,217.25,39,9,3,TRUE,4,99,FALSE,,,,,2
MC_359028,Vacuum_Packer,2020,37912,59.96,13.85,60.48,75.58,63.4,224.41,35,2,5,TRUE,2,563,FALSE,,,,,4
MC_359051,Palletizer,2019,17792,48.74,7.91,72.76,47.47,54.46,139.26,306,6,2,FALSE,3,779,FALSE,,,,,0
MC_359073,CNC_Mill,2023,71660,65.17,11.42,78.57,29.18,75.91,190.37,312,9,1,FALSE,3,240,FALSE,,,29.79,,0
MC_359095,Forklift_Electric,2015,61145,65.02,11,63.68,70.71,40.15,162.66,220,6,1,FALSE,3,341,FALSE,,,,,0
MC_359120,Labeler,2019,17606,56.25,5.93,85.14,53.58,60.28,243.51,317,8,1,FALSE,2,698,FALSE,,,,,0
MC_359137,Industrial_Chiller,2025,75103,58.33,13.92,79.89,97.11,26.02,146.55,80,5,3,FALSE,4,157,FALSE,,,32.22,,0
MC_359204,Vacuum_Packer,2024,23981,54.48,8.13,83.89,43.83,62.26,226.83,108,2,4,TRUE,3,746,FALSE,,,,,2
MC_359208,Vacuum_Packer,2021,40848,79.81,10.25,58.32,74.23,42.5,150.4,259,6,2,FALSE,2,560,FALSE,,,,,0
MC_359249,Industrial_Chiller,2025,75582,38.18,4.82,90.84,94.82,72.33,162.39,322,4,2,FALSE,6,265,FALSE,,,47.5,,0
MC_359272,Pump,2016,16570,67.35,13.44,80.54,32.32,100,-16.21,191,4,3,FALSE,3,715,FALSE,,,,,0
MC_359433,Valve_Controller,2015,50349,78.21,10.72,67.86,94.47,56.4,-58.37,21,9,2,FALSE,6,440,FALSE,,,,,0
MC_359436,Injection_Molder,2022,9633,70.32,7.37,66.49,54.53,41.2,-67.95,196,6,4,FALSE,2,872,FALSE,,136.89,,,0
MC_359527,Injection_Molder,2018,10850,41.82,5.03,70.87,78.64,86.94,257.82,361,9,5,TRUE,3,985,FALSE,,117.5,,,1
MC_359574,Crane,2019,4519,53.08,12.24,81.17,76.89,75.13,180.55,344,3,0,FALSE,4,828,FALSE,,,,,0
MC_359581,Vision_System,2016,69550,89.85,7.52,72.75,67.79,11.87,222.81,88,6,5,TRUE,4,288,FALSE,,,,,3
MC_359657,Heat_Exchanger,2015,26580,79.94,18.5,73.51,30.51,86.98,68.39,26,3,5,FALSE,1,693,FALSE,,,,530.05,0
MC_359717,Carton_Former,2015,48493,71.4,10.91,95.37,62.05,45.79,170.22,199,3,1,FALSE,3,419,FALSE,,,,,0
MC_359785,Pick_and_Place,2017,91168,55.47,10.04,69.11,40.32,70.44,148.43,53,1,1,FALSE,6,48,FALSE,,,,,0
MC_359806,Automated_Screwdriver,2019,14479,47.43,14.85,79.62,50.77,50.02,279.7,104,8,0,FALSE,3,824,FALSE,,,,,0
MC_359821,Shrink_Wrapper,2018,71862,65.58,9.36,70.76,84.46,63.87,99.39,283,8,1,TRUE,2,289,FALSE,,,,,2
MC_359840,Conveyor_Belt,2022,28073,58.54,12.47,89,46.42,88.9,73.89,39,8,1,TRUE,1,685,FALSE,,,,,3
MC_359891,3D_Printer,2025,1150,49.44,13.22,77.41,88.86,35.74,76.8,154,7,4,FALSE,1,835,FALSE,,,,,0
MC_359992,Robot_Arm,2017,39693,42.2,13.62,65.34,77.09,77.53,150.55,186,3,2,FALSE,4,564,FALSE,,,,,0
MC_360000,Robot_Arm,2022,48440,55.85,3.98,68.44,61.65,59.58,27.63,321,1,2,FALSE,1,488,FALSE,,,,,0
MC_360002,Forklift_Electric,2022,76699,89.26,8.77,88.79,95.8,68.67,58.06,360,4,1,FALSE,3,185,FALSE,,,,,0
MC_360023,Grinder,2025,6045,51.41,9.61,74.2,57.74,92.06,269.18,35,8,0,FALSE,2,931,FALSE,,,,,0
MC_360024,XRay_Inspector,2022,77177,51.34,13.16,76.37,87.36,32.85,216.33,269,12,0,FALSE,4,167,FALSE,,,,,0
MC_360072,Vision_System,2023,24685,66.14,1.08,68.63,69.09,99.06,9.45,20,8,0,FALSE,3,737,FALSE,,,,,0
MC_360134,Grinder,2021,25124,94.11,18.73,94.31,91.68,63.74,177.76,188,5,2,TRUE,3,764,FALSE,,,,,3
MC_360136,Press_Brake,2025,99193,73.25,16.62,62.71,51.38,13.04,-7.49,363,7,1,FALSE,1,0,TRUE,,,,,0
MC_360148,Palletizer,2022,51717,81.66,13.81,57.4,54.72,64.89,122.31,36,6,1,FALSE,5,457,FALSE,,,,,0
MC_360154,Robot_Arm,2016,12641,60.12,16.13,66.66,100,49.12,32.45,343,6,3,FALSE,2,891,FALSE,,,,,0
MC_360197,Vision_System,2025,17997,59.24,7.67,79.89,71.91,21.68,-56.98,239,6,1,FALSE,4,783,FALSE,,,,,0
MC_360199,Laser_Cutter,2017,84050,43.94,2.61,62.8,62.64,98.57,220.28,287,4,2,FALSE,7,203,FALSE,75.58,,,,0
MC_360205,Grinder,2025,77393,42.89,10.1,92.63,39.15,60.66,108.94,260,3,2,FALSE,0,144,FALSE,,,,,0
MC_360213,Compressor,2018,45551,70.65,5.69,63.27,82.14,57.15,233.32,254,9,1,FALSE,7,527,FALSE,,,,,0
MC_360229,Valve_Controller,2024,16840,50.52,10.1,83.27,83.22,79.11,102.26,270,2,0,FALSE,2,719,FALSE,,,,,0
MC_360267,Automated_Screwdriver,2022,33774,56.73,10.99,88.36,76.45,65.41,201.17,261,5,1,FALSE,3,664,FALSE,,,,,0
MC_360271,Vacuum_Packer,2020,2331,37.95,14.77,80.73,56.48,71.2,92.52,82,6,1,FALSE,3,972,FALSE,,,,,0
MC_360411,CMM,2015,97970,67.89,5.05,90.75,84.61,22.46,149.11,227,3,2,TRUE,3,19,FALSE,,,,,3
MC_360420,Grinder,2021,22048,53.19,4.3,64.82,53.48,65.17,109.67,143,3,3,FALSE,6,644,FALSE,,,,,0
MC_360544,Injection_Molder,2016,49090,75.47,7.12,77.18,57.13,62.46,67.82,309,5,4,TRUE,3,491,FALSE,,98.03,,,6
MC_360566,Automated_Screwdriver,2021,39433,83.16,2.33,70.75,38.24,91.4,307.75,274,4,3,FALSE,3,635,FALSE,,,,,0
MC_360619,Palletizer,2025,98907,52.55,11.94,74.34,39.6,89.08,124.8,202,7,2,FALSE,6,22,FALSE,,,,,0
MC_360699,3D_Printer,2024,4421,56.02,18.15,74.02,90.35,100,153.69,131,7,2,FALSE,2,927,FALSE,,,,,0
MC_360705,Vision_System,2025,15951,50.94,6.52,83.95,49.67,92.37,165.83,173,9,4,TRUE,1,794,FALSE,,,,,2
MC_360706,Industrial_Chiller,2017,77869,71.25,3.73,70.77,63.55,71.15,234.55,81,0,2,TRUE,5,187,FALSE,,,44.55,,1
MC_360767,CNC_Mill,2023,68492,69.01,11.25,79.97,50.91,21.69,109.95,20,6,5,FALSE,0,273,FALSE,,,53.39,,0
MC_360784,Press_Brake,2017,69286,74.62,19.23,48.76,63.71,100,132.33,69,4,2,FALSE,3,231,FALSE,,,,,0
MC_360825,3D_Printer,2022,73988,39.85,10.3,72.32,73.94,56,156.66,248,4,0,FALSE,1,158,FALSE,,,,,0
MC_360897,Crane,2025,8676,74.74,8.67,71.74,38.13,74.16,81.74,42,4,0,FALSE,3,888,FALSE,,,,,0
MC_360924,Valve_Controller,2025,7320,55.47,5.93,71.35,82.11,60.59,243.91,238,9,1,TRUE,5,889,FALSE,,,,,0
MC_360925,Pump,2020,69672,82.74,18.31,78.41,72.99,32.43,127.26,72,7,2,TRUE,1,234,FALSE,,,,,2
MC_361003,Valve_Controller,2025,53159,65.99,10.04,67.78,88.85,66.41,47.88,201,9,1,FALSE,2,490,FALSE,,,,,0
MC_361020,Press_Brake,2025,57626,75.96,13.53,74.29,48.91,70.9,144.05,214,5,3,TRUE,2,286,FALSE,,,,,2
MC_361161,Labeler,2016,57154,68.4,13.72,67.43,58.23,53.24,37.12,274,4,3,FALSE,5,313,FALSE,,,,,0
MC_361229,Vacuum_Packer,2016,28761,67.21,10.72,80.69,52.07,94.38,136.68,7,4,1,FALSE,3,623,FALSE,,,,,0
MC_361285,Mixer,2021,27338,73.36,8,92.33,52.92,21.84,309.2,281,2,2,FALSE,1,587,FALSE,,,,,0
MC_361382,Injection_Molder,2025,40483,47.78,14.29,82.9,95.58,64.08,149,314,1,0,FALSE,5,527,FALSE,,90.45,,,0
MC_361421,CNC_Mill,2021,55486,69.33,6.6,81.02,43.38,71.39,214.71,156,3,5,FALSE,3,378,FALSE,,,48.19,,0
MC_361465,Injection_Molder,2018,13245,72.69,3.3,78,79.48,64.36,140.87,261,7,3,FALSE,2,846,FALSE,,107.73,,,0
MC_361473,Robot_Arm,2016,6967,36.74,6.08,87.97,23.08,68.67,121.31,271,6,1,TRUE,1,874,FALSE,,,,,3
MC_361527,Carton_Former,2024,29760,72.87,-0.92,74.89,79.75,36.82,50.46,60,6,1,TRUE,3,619,FALSE,,,,,3
MC_361530,Valve_Controller,2016,64631,49.36,5.92,78.29,70.34,58.04,-11.53,198,5,4,FALSE,1,356,FALSE,,,,,0
MC_361570,3D_Printer,2019,14830,41.77,14.51,78.71,80.84,58.19,139.11,301,6,3,TRUE,5,746,FALSE,,,,,2
MC_361621,CNC_Mill,2017,74178,32.9,12.01,73.79,65.58,35.62,291.7,67,4,2,TRUE,6,226,FALSE,,,34.8,,0
MC_361679,Robot_Arm,2022,82672,66.14,-2.94,75.34,82.57,62.02,85.4,236,6,4,FALSE,4,96,FALSE,,,,,0
MC_361706,CNC_Mill,2015,55371,55.46,8.87,66.17,75.63,32.39,149.15,64,10,4,FALSE,3,506,FALSE,,,48.4,,0
MC_361732,Forklift_Electric,2017,286,81.4,7.87,82.7,95.29,53.89,233.09,215,5,2,FALSE,1,962,FALSE,,,,,0
MC_361795,Labeler,2023,55906,41.72,15.47,86.92,54.92,90.13,139.93,130,8,6,TRUE,1,392,FALSE,,,,,3
MC_361813,Shrink_Wrapper,2017,33033,56.7,8.59,77,83.77,59.73,31.51,8,6,2,TRUE,5,689,FALSE,,,,,0
MC_361888,Press_Brake,2017,26356,56.39,6.03,72.32,52.72,82.27,113.16,285,3,5,TRUE,5,692,FALSE,,,,,4
MC_361914,Shuttle_System,2020,31942,58.67,9.06,72.52,84.9,49.42,150.41,257,1,3,TRUE,4,629,FALSE,,,,,3
MC_361933,Automated_Screwdriver,2018,91993,82.06,10.38,95.45,66.3,51.79,155.4,157,4,3,FALSE,3,34,FALSE,,,,,0
MC_361971,Automated_Screwdriver,2016,52550,40.76,14.85,82.76,58.54,53.1,205.02,57,7,4,TRUE,3,443,FALSE,,,,,3
MC_362224,Palletizer,2025,37868,87.2,15.74,89.57,43.79,93.82,176.54,200,8,1,TRUE,6,487,FALSE,,,,,1
MC_362289,CNC_Lathe,2016,23858,42.67,6.66,87.19,68.39,87.68,161.57,358,8,1,TRUE,1,709,FALSE,,,27.35,,0
MC_362372,Automated_Screwdriver,2015,38709,61.89,13.59,82.98,50.41,46.08,206.78,337,4,0,FALSE,4,567,FALSE,,,,,0
MC_362406,Industrial_Chiller,2017,19674,61.03,11.81,78.86,100,42.36,224.33,12,4,3,FALSE,1,739,FALSE,,,37.39,,0
MC_362420,Vision_System,2015,95119,71.57,10.99,83.46,89.42,70.92,131,150,4,2,FALSE,3,7,FALSE,,,,,0
